period_return,ISIN,assetCategory,country
-0.35,GRC4221178B3,Bond,Greece
-0.26,GRC4221197B3,Bond,Greece
-0.12,GRC4261213D5,Bond,Greece
-0.03500000000000003,GRC4951193D4,Bond,Greece
-0.11299999999999999,GRC4971221B3,Bond,Greece
-0.16033299999999995,GRC5091217D9,Bond,Greece
-0.039422999999999986,GRC5211214B5,Bond,Greece
-0.038461538461538436,GRC8081169B2,Bond,Greece
-0.015763546798029493,GRC8121176B9,Bond,Greece
-0.0009861932938857176,GRC8131177B5,Bond,Greece
-0.07650000000000001,GRC813119AD1,Bond,Greece
0.0,GRC815117CD9,Bond,Greece
0.0,GRC8161185B1,Bond,Greece
-0.0050000000000000044,GRC8171186B7,Bond,Greece
-0.018900000000000028,GRC8231227D3,Bond,Greece
0.12060645861291164,GRF000011004,MTF,Greece
-0.10924032676221684,GRF000014008,MTF,Greece
-0.012374234721140853,GRF000022001,MTF,Greece
0.14292144339270196,GRF000023009,MTF,Greece
-0.05865412796105851,GRF000024007,MTF,Greece
0.12743015847083794,GRF000025004,MTF,Greece
-0.04434178909942099,GRF000029006,MTF,Greece
0.17742686184069023,GRF000030004,MTF,Greece
0.235637828157367,GRF000031002,MTF,Greece
0.08351364303036468,GRF000032000,MTF,Greece
0.16952172306392876,GRF000034006,MTF,Greece
0.14611794073896767,GRF000036001,MTF,Greece
0.1865438158385717,GRF000037009,MTF,Greece
0.20007870916961834,GRF000038007,MTF,Greece
0.37981130617434866,GRF000045002,MTF,Greece
0.1648899755501223,GRF000084001,MTF,Greece
0.029413815950064315,GRF000093002,MTF,Greece
0.04009433962264164,GRF000153004,MTF,Greece
0.002569999999999961,GRF000394004,MTF,Greece
1.830564784053156,GRK014011008,Stock,Greece
-0.997241213865899,GRS001003037,Stock,Greece
0.16049382716049365,GRS003003035,Stock,Greece
0.04193548387096757,GRS004013009,Stock,Greece
-0.9742934782608695,GRS014003032,Stock,Greece
-0.44564047362755654,GRS015003007,Stock,Greece
-0.4502617801047121,GRS045003001,Stock,Greece
0.9329896907216495,GRS047063003,Stock,Greece
0.5510204081632653,GRS054003009,Stock,Greece
0.16842105263157903,GRS054061007,Stock,Greece
3.0384615384615383,GRS059063008,Stock,Greece
5.333333333333333,GRS059064006,Stock,Greece
3.707792207792207,GRS065003014,Stock,Greece
0.23376623376623362,GRS070003009,Stock,Greece
-0.13289183222958045,GRS074083007,Stock,Greece
0.18625000000000003,GRS074084005,Stock,Greece
0.34453781512605053,GRS079103008,Stock,Greece
0.10599078341013812,GRS083003012,Stock,Greece
0.17971530249110312,GRS084003011,Stock,Greece
0.3284789644012944,GRS087003000,Stock,Greece
0.665768194070081,GRS087103008,Stock,Greece
0.5436241610738255,GRS088003017,Stock,Greece
0.17021276595744683,GRS090003005,Stock,Greece
0.19999999999999996,GRS090004003,Stock,Greece
-0.021052631578947434,GRS090101007,Stock,Greece
-0.1923076923076924,GRS090106006,Stock,Greece
1.4949494949494948,GRS092103001,Stock,Greece
83.54545454545456,GRS095001004,Stock,Greece
-0.4663978494623656,GRS095003000,Stock,Greece
-0.4577464788732394,GRS096003009,Stock,Greece
2.3066666666666666,GRS106003007,Stock,Greece
-0.3580246913580247,GRS110111002,Stock,Greece
-0.3214285714285714,GRS110116001,Stock,Greece
-0.17333333333333334,GRS111003026,Stock,Greece
0.03960396039603964,GRS117123000,Stock,Greece
1.3584905660377355,GRS118003003,Stock,Greece
-0.04225352112676062,GRS120003009,Stock,Greece
0.014285714285714235,GRS120131008,Stock,Greece
-0.02941176470588236,GRS124153008,Stock,Greece
0.21176470588235308,GRS128003001,Stock,Greece
0.8999999999999999,GRS131003006,Stock,Greece
2.666666666666667,GRS131004004,Stock,Greece
2.040816326530612,GRS135003002,Stock,Greece
1.5204081632653064,GRS137003000,Stock,Greece
-0.02941176470588236,GRS142003003,Stock,Greece
-0.34569536423841063,GRS144003001,Stock,Greece
1.1125541125541125,GRS145003000,Stock,Greece
-0.028169014084507116,GRS147233001,Stock,Greece
3.8322147651006713,GRS148003015,Stock,Greece
-0.6799999999999999,GRS156203002,Stock,Greece
4.0,GRS165063009,Stock,Greece
-0.09691629955947145,GRS179003017,Stock,Greece
-0.12499999999999989,GRS182003004,Stock,Greece
7.833333333333334,GRS184003002,Stock,Greece
0.029761904761904878,GRS191213008,Stock,Greece
-0.4565217391304347,GRS201003019,Stock,Greece
-0.027027027027026973,GRS204003008,Stock,Greece
1.1973684210526314,GRS208303008,Stock,Greece
0.0,GRS213213002,Stock,Greece
1.0746268656716413,GRS222213001,Stock,Greece
0.42138364779874227,GRS224003004,Stock,Greece
-0.05882352941176472,GRS233003003,Stock,Greece
-0.14179104477611937,GRS234003002,Stock,Greece
0.7299270072992698,GRS237003009,Stock,Greece
-0.31499999999999995,GRS237061007,Stock,Greece
0.38275862068965516,GRS239003007,Stock,Greece
0.9924812030075185,GRS240003012,Stock,Greece
-0.17630057803468202,GRS245213004,Stock,Greece
-0.6965517241379311,GRS246003008,Stock,Greece
1.3658536585365852,GRS246073001,Stock,Greece
0.8584070796460179,GRS247003007,Stock,Greece
-0.21703296703296704,GRS247183007,Stock,Greece
2.3513513513513513,GRS249003005,Stock,Greece
-0.5697674418604651,GRS249501008,Stock,Greece
-0.44680851063829785,GRS250073004,Stock,Greece
-0.13793103448275856,GRS254183007,Stock,Greece
0.252336448598131,GRS259003002,Stock,Greece
0.26432848588537206,GRS260333000,Stock,Greece
0.7916666666666667,GRS265003004,Stock,Greece
0.8181818181818181,GRS265061002,Stock,Greece
1.299465240641711,GRS275073005,Stock,Greece
1.1606648199445986,GRS277023008,Stock,Greece
-0.4645669291338582,GRS279003008,Stock,Greece
-0.1275675675675676,GRS281003004,Stock,Greece
0.27117437722419924,GRS281101006,Stock,Greece
0.004697986577181235,GRS282183003,Stock,Greece
-0.38976377952755903,GRS284183001,Stock,Greece
3.928229665071771,GRS289103004,Stock,Greece
-0.7497393117831075,GRS294003009,Stock,Greece
0.6190476190476191,GRS295003008,Stock,Greece
4.166666666804986e-06,GRS296273006,Stock,Greece
-0.0792207792207793,GRS298343005,Stock,Greece
2.3045977011494254,GRS299003004,Stock,Greece
-0.3529411764705883,GRS301003000,Stock,Greece
0.3725490196078429,GRS308003003,Stock,Greece
3.3144329896915865,GRS310003009,Stock,Greece
-0.7453703703703703,GRS314003005,Stock,Greece
0.30894308943089444,GRS315003004,Stock,Greece
0.41095890410958913,GRS316003003,Stock,Greece
-0.21739130434782616,GRS316007004,Stock,Greece
0.23529411764705865,GRS316007012,Stock,Greece
1.6530612244897962,GRS319103008,Stock,Greece
-0.28333333333333344,GRS320313000,Stock,Greece
0.22386363636363638,GRS323003012,Stock,Greece
0.6666666666666665,GRS326003019,Stock,Greece
1.5178571428571428,GRS329503007,Stock,Greece
0.01760000000000006,GRS331043000,Stock,Greece
2.126760563380282,GRS332073006,Stock,Greece
0.9350427350427353,GRS337003008,Stock,Greece
-0.7981651376146789,GRS339003022,Stock,Greece
-0.27850467289719627,GRS340263003,Stock,Greece
2.52755905511811,GRS341003002,Stock,Greece
-0.4991438356164384,GRS343313003,Stock,Greece
-0.39560439560439553,GRS344003009,Stock,Greece
-0.5333333333333334,GRS344061007,Stock,Greece
0.041044776119402826,GRS345503007,Stock,Greece
-0.6320754716981132,GRS346003007,Stock,Greece
-0.014084507042253391,GRS348003005,Stock,Greece
0.06363636363636371,GRS350263000,Stock,Greece
2.0,GRS354003006,Stock,Greece
0.11568938193343903,GRS359353000,Stock,Greece
5.894308943089431,GRS364253005,Stock,Greece
6.436191489361703,GRS368313003,Stock,Greece
0.8793103448275865,GRS371113002,Stock,Greece
-0.12573839662447261,GRS372003004,Stock,Greece
1.4666666666666668,GRS373173004,Stock,Greece
1.9545454545454546,GRS374003002,Stock,Greece
0.40000000000000013,GRS375183001,Stock,Greece
0.30434782608695654,GRS379233000,Stock,Greece
0.042553191489361764,GRS382073005,Stock,Greece
0.30263157894736836,GRS384003000,Stock,Greece
1.212121212121212,GRS385113006,Stock,Greece
0.7384615384615383,GRS387503006,Stock,Greece
0.016000000000000014,GRS392193009,Stock,Greece
0.9340540540540541,GRS393503008,Stock,Greece
-0.41259398496240607,GRS395363005,Stock,Greece
0.6691449814126393,GRS396003006,Stock,Greece
0.5441176470588236,GRS397003005,Stock,Greece
0.04545636363636363,GRS398003004,Stock,Greece
0.17021276595744683,GRS398161000,Stock,Greece
0.8867924528301887,GRS399163005,Stock,Greece
0.5643564356435644,GRS402003008,Stock,Greece
0.052147239263803824,GRS403003007,Stock,Greece
0.30000000000000004,GRS404003006,Stock,Greece
1.8571473214285712,GRS405003005,Stock,Greece
-0.16666666666666663,GRS406003004,Stock,Greece
0.5735294117647058,GRS407183003,Stock,Greece
0.5153061224489794,GRS412503005,Stock,Greece
2.9036144578313254,GRS413313008,Stock,Greece
0.2356807511737089,GRS419003009,Stock,Greece
-0.8674418604651163,GRS422003004,Stock,Greece
2.5813953488372094,GRS424003002,Stock,Greece
0.011029411764705843,GRS426003000,Stock,Greece
-0.06719367588932801,GRS427003009,Stock,Greece
-0.20659340659340664,GRS428003008,Stock,Greece
0.33896713615023466,GRS432003028,Stock,Greece
0.08080808080808066,GRS433003019,Stock,Greece
2.2115384615384612,GRS434003000,Stock,Greece
0.27083333333333326,GRS438003006,Stock,Greece
0.4158878504672896,GRS439003005,Stock,Greece
0.6379310344827587,GRS445003007,Stock,Greece
0.5163934426229508,GRS446003014,Stock,Greece
0.3132530120481929,GRS448003004,Stock,Greece
0.8169934640522878,GRS449003003,Stock,Greece
1.1739130434782608,GRS457003002,Stock,Greece
1.835227272727273,GRS461003006,Stock,Greece
0.9607843137254901,GRS469003024,Stock,Greece
0.03694267515923588,GRS470003013,Stock,Greece
7.101092896174864,GRS472003011,Stock,Greece
1.1500000000000004,GRS473003002,Stock,Greece
-0.3191780821917808,GRS474003001,Stock,Greece
4.474137931034482,GRS475003018,Stock,Greece
0.23571428571428577,GRS477003008,Stock,Greece
4.54054054054054,GRS484003009,Stock,Greece
0.23529411764705888,GRS487003006,Stock,Greece
2.7142857142857144,GRS488003005,Stock,Greece
2.6453900709219864,GRS489003004,Stock,Greece
0.2086021505376343,GRS491003000,Stock,Greece
0.03252032520325199,GRS494003007,Stock,Greece
-0.39903846153846156,GRS495003006,Stock,Greece
3.306034482758621,GRS496003005,Stock,Greece
0.6772151898734178,GRS497003012,Stock,Greece
30.0,GRS498003003,Stock,Greece
0.6111111111111109,GRS500003009,Stock,Greece
-0.22330097087378642,GRS501003008,Stock,Greece
-0.08461538461538465,GRS502003007,Stock,Greece
-0.03555555554591128,GRS504003021,Stock,Greece
4.052631578997896,GRS505003004,Stock,Greece
-0.011299435028248594,GRS506003003,Stock,Greece
0.6779661016949152,GRS507003002,Stock,Greece
0.8125,GRS509003018,Stock,Greece
-0.4622754491017964,GRS510003015,Stock,Greece
-0.1717171717171717,GRS511003006,Stock,Greece
0.9391304347826088,GRS512003005,Stock,Greece
0.6163584905660375,GRS513003004,Stock,Greece
0.29807692307692313,GRS516003001,Stock,Greece
0.0734463276836157,GRS517003000,Stock,Greece
-0.09999999999999998,GRS518003009,Stock,Greece
-0.3238095238095239,GRS520003005,Stock,Greece
0.02776424744276662,GRS522003003,Stock,Greece
-0.06333333333333324,GRS525003000,Stock,Greece
1.0325203252032522,GRS807003017,Stock,Cyprus
0.0,GRX497003012,,
0.04230377166156973,IE00B11XZB05,MTF,Ireland
-0.046393289229630374,IE00B14X4Q57,MTF,Germany
0.19753379954772865,IE00B19Z9Z06,MTF,Ireland
-0.0652199551833943,IE00B1FZS681,MTF,Netherlands
1.0081350519741799,IE00B1XNHC34,MTF,United Kingdom
-0.10635042081101753,IE00B3F81R35,MTF,United Kingdom
0.3862815884476536,IE00B3ZW0K18,MTF,United Kingdom
0.2549243851081562,IE00B4K48X80,MTF,United Kingdom
0.6092450079494325,IE00B4L5Y983,MTF,United Kingdom
0.17315284827975175,IE00B4L5YX21,MTF,Germany
-0.06923643316549744,IE00B4L60045,MTF,Germany
-0.16015651158912791,IE00B4S3JD47,Bond,United Kingdom
-0.08013879709187044,IE00B4WXJJ64,MTF,Germany
-0.018524930747922497,IE00B52VJ196,MTF,Germany
0.582382778876565,IE00B53SZB19,MTF,United Kingdom
0.8294388764682197,IE00B5BMR087,MTF,United Kingdom
-0.16222760290556903,IE00B66F4759,Stock,United Kingdom
-0.04088259783513737,IE00B6YX5K17,MTF,Germany
0.1641983258209916,IE00B7LW6Y90,MTF,United Kingdom
0.020835268247442862,IE00B7N3YW49,MTF,United Kingdom
0.14958098955343813,IE00B8FHGS14,MTF,Germany
0.052372696723732126,IE00BCRY6003,Stock,United Kingdom
-0.06413065126468831,IE00BF11F565,MTF,United Kingdom
0.03495643259866732,IE00BF3N7094,MTF,United Kingdom
-0.14320446306466672,IE00BF3N7102,MTF,Germany
0.04191666700838481,IE00BFNM3J75,MTF,United Kingdom
-0.2074759941246216,IE00BFZRPZ02,Bond,Ireland
-0.15279007971656333,IE00BGDQ0L74,MTF,Germany
-0.0063480209111276276,IE00BJ5JPH63,MTF,Germany
0.13924393892883047,IE00BKPSFD61,MTF,Netherlands
-0.16799037304452458,IE00BKWD3966,MTF,Italy
0.014566894996965285,IE00BKWQ0C77,MTF,United Kingdom
0.30803414805285945,IE00BM67HL84,MTF,Germany
0.05551675977653625,IE00BM67HM91,MTF,Germany
-0.02677439797211656,IE00BM67HP23,MTF,Germany
0.24592220828105393,IE00BM67HQ30,MTF,Germany
0.41046309467362074,IE00BM67HT60,MTF,Germany
0.5350638554421943,IE00BP3QZ601,MTF,United Kingdom
0.3116002661349102,IE00BP3QZB59,MTF,United Kingdom
-0.030103176558140543,IE00BP46NG52,MTF,United Kingdom
0.05800188951530738,IE00BQQPSF11,MTF,Ireland
0.2679835390946501,IE00BYM11K57,MTF,Italy
0.1223677916196042,IE00BYPC1H27,MTF,Netherlands
0.25603693181818166,IE00BYX2JD69,MTF,United Kingdom
-0.016750305167503088,IE00BZ036J45,MTF,Germany
0.0035420098846787873,IE00BZ0PKV06,MTF,United Kingdom
-0.07127732884104121,IT0000366655,Bond,Italy
-0.018510369000097282,IT0005030504,Bond,Italy
-0.17504774029280712,IT0005239360,Stock,Italy
0.08971708517227617,IT0005252520,Bond,Italy
-0.007621467132422954,IT0005277444,Bond,Italy
-0.026521085920015564,IT0005344335,Bond,Italy
-0.24995994140180344,IT0005402117,Bond,Italy
-0.01897425975435707,IT0005482309,Bond,Italy
0.0,JE00B3T3K772,MTF,United Kingdom
-0.046937812378170185,LU0006061385,MTF,Luxembourg
0.21861754384360155,LU0006061419,MTF,Luxembourg
0.2214683617560418,LU0006277684,MTF,Luxembourg
-0.024052293876175246,LU0006344922,MTF,Luxembourg
-0.018685542489629614,LU0006391097,MTF,Luxembourg
-0.48815889992360584,LU0011850392,MTF,Luxembourg
0.10650018406264672,LU0012182399,MTF,Luxembourg
0.23594963080910203,LU0012186622,MTF,Luxembourg
-0.10503495882908531,LU0033040600,MTF,Luxembourg
-0.06580240214697386,LU0033040782,MTF,Luxembourg
0.19375366582935794,LU0033041590,MTF,Luxembourg
0.1940290952466479,LU0033043885,MTF,Luxembourg
-0.07237505038291003,LU0033050237,MTF,Luxembourg
0.0411516750052785,LU0039703375,MTF,Luxembourg
0.08703129233633766,LU0047713382,MTF,Luxembourg
-0.023598408965537332,LU0049785362,MTF,Luxembourg
-0.038880174388205235,LU0049785446,MTF,Luxembourg
0.22315078294440416,LU0049785792,MTF,Luxembourg
-0.09756097560975607,LU0050372472,MTF,Luxembourg
0.013611805687724798,LU0053903380,MTF,Luxembourg
-0.13817568072172193,LU0053903893,MTF,Luxembourg
0.15688728095132065,LU0055631609,Stock,Luxembourg
0.027339181286549552,LU0072462186,MTF,Luxembourg
0.33324789247778264,LU0072462426,MTF,Luxembourg
-0.15979604182870966,LU0075938133,MTF,Luxembourg
-0.0210081883683374,LU0083138064,MTF,Luxembourg
-0.13375929418855603,LU0083284397,MTF,Luxembourg
-0.16253658536585358,LU0085995990,MTF,Luxembourg
-0.0035812805497750233,LU0086177085,MTF,Luxembourg
-0.2890190336749633,LU0089290844,MTF,Luxembourg
-0.07848348641782288,LU0089291651,MTF,Luxembourg
-0.023364335389394864,LU0091115906,MTF,Luxembourg
0.23632680621201874,LU0093503497,MTF,Luxembourg
-0.07191994996873052,LU0093503810,MTF,Luxembourg
0.18375350140056002,LU0094557526,MTF,Luxembourg
0.0677293274400117,LU0101692753,MTF,Luxembourg
-0.06723014566531571,LU0106234643,MTF,Luxembourg
0.06806299187835618,LU0106235293,MTF,Luxembourg
0.018484010767946257,LU0106244287,MTF,Luxembourg
0.17308015364145923,LU0106258311,MTF,Luxembourg
-0.07088196162123073,LU0113257694,MTF,Luxembourg
0.3110327549410783,LU0115143082,MTF,Luxembourg
-0.01621621621621616,LU0118259661,MTF,Luxembourg
-0.0748454306068036,LU0127230596,MTF,Luxembourg
0.22704566833747308,LU0128497889,MTF,Luxembourg
-0.03159702346880355,LU0130799603,MTF,Luxembourg
0.08293713681986259,LU0131126574,MTF,Luxembourg
0.43858482153616274,LU0147414022,MTF,Luxembourg
-0.014332514332514368,LU0152980495,MTF,Luxembourg
0.2515424774560988,LU0154234636,MTF,Luxembourg
0.43356009070294776,LU0161942635,MTF,Luxembourg
0.09013706067557892,LU0162302276,MTF,Luxembourg
-0.032549728752260365,LU0162658883,MTF,Luxembourg
-0.16816178569459317,LU0164852419,MTF,Luxembourg
-0.03387624325803429,LU0164858028,MTF,Luxembourg
0.03380521755598709,LU0165081950,MTF,Luxembourg
-0.029932803909590633,LU0165091165,MTF,Luxembourg
-0.00553322849321447,LU0165130674,MTF,Luxembourg
0.1042959374001442,LU0165281881,MTF,Luxembourg
0.07480073574494184,LU0165915058,MTF,Luxembourg
-0.0666105842765371,LU0167160653,MTF,Luxembourg
-0.005975508946242214,LU0167236651,MTF,Luxembourg
-0.024132113756177298,LU0167237543,MTF,Luxembourg
0.23251641002366297,LU0167238863,MTF,Luxembourg
0.03252032520325221,LU0170473374,MTF,Luxembourg
0.0898655296818629,LU0171275786,MTF,Luxembourg
0.3367690366007572,LU0171283459,MTF,Luxembourg
0.6329812391612804,LU0171298648,MTF,Luxembourg
0.3434856175972927,LU0171304719,MTF,Luxembourg
0.1596868884540117,LU0171305526,MTF,Luxembourg
0.8645928636779507,LU0171307068,MTF,Luxembourg
0.9829683698296836,LU0171310443,MTF,Luxembourg
-0.012355447352404014,LU0172069584,MTF,Luxembourg
-0.0997001499250375,LU0172394222,MTF,Luxembourg
-0.1007712082262211,LU0172396516,MTF,Luxembourg
-0.031568452486000154,LU0172412149,MTF,Luxembourg
-0.042975863403615366,LU0172417379,MTF,Luxembourg
0.12285263778677136,LU0175074516,MTF,Luxembourg
0.14871725465131358,LU0184696937,MTF,Luxembourg
0.06717595787075803,LU0201322137,MTF,Luxembourg
0.28190543903306087,LU0204480833,MTF,Luxembourg
-0.062283385575416794,LU0205194797,MTF,Luxembourg
0.6430700447093891,LU0208853274,MTF,Luxembourg
-0.01988474961447928,LU0212175227,MTF,Luxembourg
0.01286445582016471,LU0212178916,MTF,Luxembourg
0.021372031662269197,LU0212925753,MTF,Luxembourg
0.025712610860817442,LU0214787094,MTF,Luxembourg
0.07633045841537478,LU0243957825,MTF,Luxembourg
0.032753811779065556,LU0243958047,MTF,Luxembourg
0.34620024125452376,LU0248271941,MTF,Luxembourg
-0.02566744730679149,LU0252499412,MTF,Luxembourg
0.057556106152920394,LU0265268689,MTF,Luxembourg
0.40713941148094546,LU0274221281,MTF,Germany
-0.12298195631528963,LU0274704161,MTF,Luxembourg
-0.06361829025844934,LU0278453476,MTF,Luxembourg
-0.02366057019879897,LU0280673723,MTF,Luxembourg
-0.025745738636363646,LU0281576909,MTF,Luxembourg
-0.08654091256691299,LU0282880003,MTF,Luxembourg
-0.0571032021413701,LU0290356954,MTF,Germany
0.05600664329212046,LU0290358224,MTF,Germany
-0.022633715031163848,LU0290358497,MTF,Germany
-0.09908210096889347,LU0290359032,MTF,Germany
0.036435531704561486,LU0292108619,MTF,Germany
-0.14163090128755362,LU0297943168,MTF,Luxembourg
-0.18510317148755406,LU0308882355,MTF,Luxembourg
-0.028468100492455295,LU0309035870,MTF,Luxembourg
0.22834346504559266,LU0316493583,MTF,Luxembourg
-0.041313368212159474,LU0325598166,MTF,Luxembourg
-0.026259363680325554,LU0329630130,MTF,Luxembourg
-0.10957458038636136,LU0330917880,MTF,Luxembourg
-0.04309786130913795,LU0363630707,MTF,Luxembourg
-0.1371011651965589,LU0378967565,MTF,Luxembourg
0.3026524053911457,LU0391944815,MTF,Luxembourg
-0.20935046395431833,LU0417441200,MTF,Luxembourg
-0.17251592148762773,LU0425487740,MTF,Luxembourg
0.023755656108597423,LU0430493212,MTF,Luxembourg
-0.026184695130268776,LU0432365988,MTF,Luxembourg
0.030921820303383862,LU0432616737,MTF,Luxembourg
0.21690414841839756,LU0447610683,MTF,Luxembourg
-0.07241024888040526,LU0447610766,MTF,Luxembourg
-0.06363993142337798,LU0447611061,MTF,Luxembourg
-0.0008736167734421096,LU0454936104,MTF,Luxembourg
0.1825399685296627,LU0456865749,MTF,Luxembourg
-0.20546533527593203,LU0474967485,MTF,Luxembourg
-0.06502150734919365,LU0476459721,MTF,Luxembourg
0.2767002091160433,LU0482498762,MTF,Luxembourg
0.5732596600062594,LU0494093205,MTF,Luxembourg
-0.01872956974997797,LU0502418741,MTF,Luxembourg
0.1528907157537307,LU0503635038,MTF,Luxembourg
0.14229621687651117,LU0503635624,MTF,Luxembourg
-0.0034839019702065377,LU0524480265,MTF,Germany
0.30849388238179243,LU0545039389,MTF,Luxembourg
-0.04540994587964031,LU0546265769,MTF,Luxembourg
0.16534337247538522,LU0551246555,MTF,Luxembourg
-0.026425591098748313,LU0561744862,MTF,Luxembourg
0.18986032074495607,LU0562822386,MTF,Luxembourg
-0.12916006339144204,LU0625451512,MTF,Luxembourg
-3.013894051584476e-05,LU0670223279,MTF,Luxembourg
-0.3821416387389376,LU0671501392,MTF,Luxembourg
-0.2694827788150832,LU0671501806,MTF,Luxembourg
-0.014601185518690607,LU0671502010,MTF,Luxembourg
-0.0035558041511015714,LU0694810861,MTF,Luxembourg
0.20768656707588407,LU0736302315,MTF,Luxembourg
