ISIN,daily_vol,assetCategory,country
DE000BAY0017,0.020409629074090246,Stock,Germany
ES00000121G2,0.001840231544903229,Bond,Spain
ES0000012A89,0.0031152575302793137,Bond,Spain
ES0000012E85,0.001309495425292552,Bond,Spain
ES0000012F43,0.004504297463643717,Bond,Spain
ES0000012G00,0.013401497457075556,Bond,Spain
ES0000101768,0.0014502738653735475,Bond,Germany
ES0113900J37,0.023094375168883796,Stock,Spain
ES0144580Y14,0.014653006431574682,Stock,Spain
ES0173516115,0.01735219603184358,Stock,Spain
ES0178430E18,0.01866444932062498,Stock,Spain
EU000A1G0D39,0.0007462564246115776,Bond,Luxembourg
EU000A1U9985,0.00034580464815935297,Bond,Germany
EU000A1Z99E3,0.0007375848421099455,Bond,Germany
FI0009000681,0.023257486063845093,Stock,Finland
FI0009003305,0.016835310621718086,Stock,Finland
FR0000120271,0.020033278092942374,Stock,France
FR0000120578,0.013587463269984681,Stock,France
FR0000120628,0.017940584177717298,Stock,France
FR0000121014,0.018370256715382064,Stock,France
FR0000121501,0.025642389016276593,Stock,France
FR0000125007,0.020346777936274693,Stock,France
FR0000125486,0.019583468231741404,Stock,France
FR0000131104,0.022277921188842243,Stock,France
FR0000131906,0.02942421749813629,Stock,France
FR0000133308,0.012570501416510282,Stock,France
FR0007054358,0.013260847991751121,MTF,France
FR0010315770,0.011470018631356903,MTF,France
FR0010344630,0.010861974936028064,MTF,France
FR0010344903,0.009211645597606276,MTF,France
FR0010510800,7.180723845735502e-05,MTF,France
FR0011020965,0.010606352037885715,MTF,France
FR0011697010,0.0023723434304951194,Bond,France
FR0011993179,0.00013951471629686785,Bond,France
FR0013176336,0.0005019905081200657,MTF,France
FR0013176526,0.030816349958697174,Stock,France
FR0013220902,0.001024134112824548,Bond,France
FR0013232105,0.0004993924331127578,Bond,France
FR0013480613,0.012834925646686384,Bond,France
FR0014003Y09,0.004178474738548066,Bond,France
GB00B15KXV33,0.029465163216799997,MTF,United Kingdom
GB00B15KY989,0.010048937570870132,MTF,United Kingdom
GB00BH4HKS39,0.018109805005249925,Stock,United Kingdom
GB00BN7CG237,0.06437366374725619,Stock,United Kingdom
GR0114031561,0.004051021381005748,Bond,Greece
GR0114032577,0.0036190749568385267,Bond,Greece
GR0118019679,0.006008661761739565,Bond,Greece
GR0118020685,0.004159284827040406,Bond,Greece
GR0124035693,0.008231108688219926,Bond,Greece
GR0124036709,0.0059327275369120275,Bond,Greece
GR0124037715,0.007977970383511572,Bond,Greece
GR0124038721,0.01148833330657198,Bond,Greece
GR0128016731,0.014512546868849082,Bond,Greece
GR0138017836,0.01742970311232232,Bond,Greece
GR0514024216,0.0018702545372167609,Bond,Greece
GRC1441197B3,0.013101542120762349,Bond,Greece
GRC1451184D4,0.004063036891925287,Bond,Greece
GRC2451227D9,0.0020773857585413306,Bond,Greece
GRC281121BD8,0.006960676972246986,Bond,Greece
GRC3931176B0,0.006005474870093899,Bond,Greece
GRC419120AD7,0.0038123253756347365,Bond,Greece
GRC422116743,0.007243144012205119,Bond,Greece
GRC4221178B3,0.018883006749908376,Bond,Greece
GRC4221197B3,0.017753734210080377,Bond,Greece
GRC4261213D5,0.0034088688639499778,Bond,Greece
GRC4951193D4,0.014262186114749486,Bond,Greece
GRC4971221B3,0.007802814124694918,Bond,Greece
GRC5091217D9,0.004655380757897609,Bond,Greece
GRC5211214B5,0.00570857147358394,Bond,Greece
GRC8081169B2,0.003664759024693355,Bond,Greece
GRC8121176B9,0.009184157022116302,Bond,Greece
GRC8131177B5,0.004191060466806168,Bond,Greece
GRC813119AD1,0.006277510580331412,Bond,Greece
GRC815117CD9,0.0088709993153455,Bond,Greece
GRC8161185B1,0.003609969835649433,Bond,Greece
GRC8171186B7,0.007112488162783389,Bond,Greece
GRC8231227D3,0.0048446239876438315,Bond,Greece
GRF000011004,0.007742177811016333,MTF,Greece
GRF000014008,0.0031145968010030506,MTF,Greece
GRF000022001,0.0011400914794453586,MTF,Greece
GRF000023009,0.006003677044025616,MTF,Greece
GRF000024007,0.002281622122362482,MTF,Greece
GRF000025004,0.005317637456737236,MTF,Greece
GRF000029006,0.0009530505875189143,MTF,Greece
GRF000030004,0.004577579745888839,MTF,Greece
GRF000031002,0.009585340305534472,MTF,Greece
GRF000032000,0.0072558120082161,MTF,Greece
GRF000034006,0.0057739377587383124,MTF,Greece
GRF000036001,0.004415705881673902,MTF,Greece
GRF000037009,0.016611267231586197,MTF,Greece
GRF000038007,0.015090987598177171,MTF,Greece
GRF000045002,0.008389408457200024,MTF,Greece
GRF000084001,0.009451410027517941,MTF,Greece
GRF000093002,0.0027196570327915606,MTF,Greece
GRF000153004,0.01859690294244307,MTF,Greece
GRF000394004,0.0014476608844945082,MTF,Greece
GRK014011008,0.0377570450560412,Stock,Greece
GRS001003037,0.06308213376796198,Stock,Greece
GRS003003035,0.09778786211808407,Stock,Greece
GRS004013009,0.013668345490045457,Stock,Greece
GRS014003032,0.05331245361548255,Stock,Greece
GRS015003007,0.03705116405228092,Stock,Greece
GRS045003001,0.04865901790101843,Stock,Greece
GRS047063003,0.03876728928027549,Stock,Greece
GRS054003009,0.03077668747993592,Stock,Greece
GRS054061007,0.029620115698747552,Stock,Greece
GRS059063008,0.02272183935273145,Stock,Greece
GRS059064006,0.043294735252570694,Stock,Greece
GRS065003014,0.024068365175457664,Stock,Greece
GRS070003009,0.04537264791985355,Stock,Greece
GRS074083007,0.014947048984549722,Stock,Greece
GRS074084005,0.013434821792032706,Stock,Greece
GRS079103008,0.02244395427414636,Stock,Greece
GRS083003012,0.03764295953697898,Stock,Greece
GRS084003011,0.03365642006171478,Stock,Greece
GRS087003000,0.034624435356486745,Stock,Greece
GRS087103008,0.05949322270555272,Stock,Greece
GRS088003017,0.025100935605431984,Stock,Greece
GRS090003005,0.04444169290566693,Stock,Greece
GRS090004003,0.037268824546647,Stock,Greece
GRS090101007,0.02840130484540645,Stock,Greece
GRS090106006,0.05912875558503072,Stock,Greece
GRS092103001,0.053754888289011996,Stock,Greece
GRS095001004,0.08302305544360554,Stock,Greece
GRS095003000,0.04150817937771965,Stock,Greece
GRS096003009,0.021488850719608207,Stock,Greece
GRS106003007,0.028400204936912952,Stock,Greece
GRS110111002,0.043953920517092855,Stock,Greece
GRS110116001,0.019678184965382196,Stock,Greece
GRS111003026,0.05389209170614301,Stock,Greece
GRS117123000,0.01940732113099547,Stock,Greece
GRS118003003,0.024322339672613175,Stock,Greece
GRS120003009,0.015340721728252543,Stock,Greece
GRS120131008,0.015962513713128953,Stock,Greece
GRS124153008,0.03580173892659561,Stock,Greece
GRS128003001,0.007799017959804746,Stock,Greece
GRS131003006,0.04348379722280968,Stock,Greece
GRS131004004,0.03762263249658984,Stock,Greece
GRS135003002,0.061481115084015624,Stock,Greece
GRS137003000,0.02466898770893629,Stock,Greece
GRS142003003,0.023849348664867986,Stock,Greece
GRS144003001,0.02410154965816568,Stock,Greece
GRS145003000,0.02549909244963946,Stock,Greece
GRS147233001,0.025115981748277366,Stock,Greece
GRS148003015,0.03449480111147987,Stock,Greece
GRS156203002,0.07761400222851698,Stock,Greece
GRS165063009,0.040053617613369896,Stock,Greece
GRS179003017,0.03246571240003609,Stock,Greece
GRS182003004,0.0388622262647197,Stock,Greece
GRS184003002,0.07099392323395617,Stock,Greece
GRS191213008,0.03523016986407447,Stock,Greece
GRS201003019,0.050652208497270805,Stock,Greece
GRS204003008,0.021319004725446972,Stock,Greece
GRS208303008,0.026036392965390853,Stock,Greece
GRS213213002,0.03473360651543351,Stock,Greece
GRS222213001,0.029785919404716026,Stock,Greece
GRS224003004,0.05116319555102562,Stock,Greece
GRS233003003,0.007515569217327171,Stock,Greece
GRS234003002,0.03141931070290992,Stock,Greece
GRS237003009,0.06025859768973809,Stock,Greece
GRS237061007,0.04553766301422204,Stock,Greece
GRS239003007,0.023829969537594545,Stock,Greece
GRS240003012,0.024764096996189162,Stock,Greece
GRS245213004,0.022815071908665358,Stock,Greece
GRS246003008,0.06809919871121033,Stock,Greece
GRS246073001,0.05508603608562211,Stock,Greece
GRS247003007,0.03827808020618199,Stock,Greece
GRS247183007,0.05212160814129937,Stock,Greece
GRS249003005,0.048432181097724805,Stock,Greece
GRS249501008,0.043425024388289,Stock,Greece
GRS250073004,0.009639404135600091,Stock,Greece
GRS254183007,0.04659644376770911,Stock,Greece
GRS259003002,0.022920427886972766,Stock,Greece
GRS260333000,0.018371194850993762,Stock,Greece
GRS265003004,0.04016882324896963,Stock,Greece
GRS265061002,0.04192722212226324,Stock,Greece
GRS275073005,0.06972944349504229,Stock,Greece
GRS277023008,0.018335169782438245,Stock,Greece
GRS279003008,0.04518403900687335,Stock,Greece
GRS281003004,0.026562706194681773,Stock,Greece
GRS281101006,0.025522906958166645,Stock,Greece
GRS282183003,0.022951525669120416,Stock,Greece
GRS284183001,0.03912887130898213,Stock,Greece
GRS289103004,0.042565019764603015,Stock,Greece
GRS294003009,0.021417081215383323,Stock,Greece
GRS295003008,0.0471432202392868,Stock,Greece
GRS296273006,0.011672726418752683,Stock,Greece
GRS298343005,0.020313166899672018,Stock,Greece
GRS299003004,0.0297983464022188,Stock,Greece
GRS301003000,0.02510399960400791,Stock,Greece
GRS308003003,0.031072674534197004,Stock,Greece
GRS310003009,0.02196487981679457,Stock,Greece
GRS314003005,0.0407281412472615,Stock,Greece
GRS315003004,0.03250506238945007,Stock,Greece
GRS316003003,0.0535269026864385,Stock,Greece
GRS316007004,0.013518837978467374,Stock,Greece
GRS316007012,0.020194904400261792,Stock,Greece
GRS319103008,0.027114356652852258,Stock,Greece
GRS320313000,0.018419741050480685,Stock,Greece
GRS323003012,0.03522076507189344,Stock,Greece
GRS326003019,0.020609442104161678,Stock,Greece
GRS329503007,0.0386492892534551,Stock,Greece
GRS331043000,0.020179447503931205,Stock,Greece
GRS332073006,0.06898563706885875,Stock,Greece
GRS337003008,0.02306210505479733,Stock,Greece
GRS339003022,0.047108838025767784,Stock,Greece
GRS340263003,0.025080710428189528,Stock,Greece
GRS341003002,0.02467157729823611,Stock,Greece
GRS343313003,0.047303987389004466,Stock,Greece
GRS344003009,0.03195350935325285,Stock,Greece
GRS344061007,0.06614424074102392,Stock,Greece
GRS345503007,0.016912617955122118,Stock,Greece
GRS346003007,0.047045844105336826,Stock,Greece
GRS348003005,0.028855680934163123,Stock,Greece
GRS350263000,0.04800404271396474,Stock,Greece
GRS354003006,0.02927276329629329,Stock,Greece
GRS359353000,0.018191755644507354,Stock,Greece
GRS364253005,0.048156171859630406,Stock,Greece
GRS368313003,0.029113298285126373,Stock,Greece
GRS371113002,0.023934428259857334,Stock,Greece
GRS372003004,0.028162877179489964,Stock,Greece
GRS373173004,0.047334945265235635,Stock,Greece
GRS374003002,0.05796780923486305,Stock,Greece
GRS375183001,0.050722328715567866,Stock,Greece
GRS379233000,0.025412495128513093,Stock,Greece
GRS382073005,0.008605898280727177,Stock,Greece
GRS384003000,0.04107691013913017,Stock,Greece
GRS385113006,0.03386422209811814,Stock,Greece
GRS387503006,0.040126169679783344,Stock,Greece
GRS392193009,0.03957988032508083,Stock,Greece
GRS393503008,0.0219741977923054,Stock,Greece
GRS395363005,0.021241700898793663,Stock,Greece
GRS396003006,0.03577514442422583,Stock,Greece
GRS397003005,0.018931335800677036,Stock,Greece
GRS398003004,0.028692117018094737,Stock,Greece
GRS398161000,0.021720618586605824,Stock,Greece
GRS399163005,0.020902064529329967,Stock,Greece
GRS402003008,0.02843995501107373,Stock,Greece
GRS403003007,0.03126243874366854,Stock,Greece
GRS404003006,0.02222558412891326,Stock,Greece
GRS405003005,0.03180536191050954,Stock,Greece
GRS406003004,0.06783536730062634,Stock,Greece
GRS407183003,0.028783524698692994,Stock,Greece
GRS412503005,0.03221875687543366,Stock,Greece
GRS413313008,0.0561346018837361,Stock,Greece
GRS419003009,0.02179975860555792,Stock,Greece
GRS422003004,0.02639475622440609,Stock,Greece
GRS424003002,0.036004430619227666,Stock,Greece
GRS426003000,0.02468967616489455,Stock,Greece
GRS427003009,0.01643604057369734,Stock,Greece
GRS428003008,0.01564854732474948,Stock,Greece
GRS432003028,0.03311499052958179,Stock,Greece
GRS433003019,0.016042301128575187,Stock,Greece
GRS434003000,0.034302868416458486,Stock,Greece
GRS438003006,0.02684238977325072,Stock,Greece
GRS439003005,0.045620729198547164,Stock,Greece
GRS445003007,0.017603476559591047,Stock,Greece
GRS446003014,0.04942549085665035,Stock,Greece
GRS448003004,0.015554687268769105,Stock,Greece
GRS449003003,0.03045404268551864,Stock,Greece
GRS457003002,0.049732851348467486,Stock,Greece
GRS461003006,0.028805711672281877,Stock,Greece
GRS469003024,0.018426562119102843,Stock,Greece
GRS470003013,0.017111442416849292,Stock,Greece
GRS472003011,0.02597191335900384,Stock,Greece
GRS473003002,0.03114948784410578,Stock,Greece
GRS474003001,0.025086323469524233,Stock,Greece
GRS475003018,0.045477101761818274,Stock,Greece
GRS477003008,0.02040126521804964,Stock,Greece
GRS484003009,0.053753781699209024,Stock,Greece
GRS487003006,0.021912281073450723,Stock,Greece
GRS488003005,0.03753659802646812,Stock,Greece
GRS489003004,0.04432523509618273,Stock,Greece
GRS491003000,0.01686880602603601,Stock,Greece
GRS494003007,0.005352433403002806,Stock,Greece
GRS495003006,0.029165336903233686,Stock,Greece
GRS496003005,0.01835452871013948,Stock,Greece
GRS497003012,0.05497851088970912,Stock,Greece
GRS498003003,0.014335914481083458,Stock,Greece
GRS500003009,0.031694319341723086,Stock,Greece
GRS501003008,0.023502742266835592,Stock,Greece
GRS502003007,0.04023621105633556,Stock,Greece
GRS504003021,0.013706872322497428,Stock,Greece
GRS505003004,0.02793067129294068,Stock,Greece
GRS506003003,0.02892878898109525,Stock,Greece
GRS507003002,0.04016096980170882,Stock,Greece
GRS509003018,0.009470456826098874,Stock,Greece
GRS510003015,0.03301256559133901,Stock,Greece
GRS511003006,0.024460981105987073,Stock,Greece
GRS512003005,0.050168273031995385,Stock,Greece
GRS513003004,0.02042652270113502,Stock,Greece
GRS516003001,0.015275852064620007,Stock,Greece
GRS517003000,0.016636165945932688,Stock,Greece
GRS518003009,0.01971060665341732,Stock,Greece
GRS520003005,0.007911720423241902,Stock,Greece
GRS522003003,0.03246516831133258,Stock,Greece
GRS525003000,0.005776338412366933,Stock,Greece
GRS807003017,0.0158093190927388,Stock,Cyprus
GRX497003012,,,
IE00B11XZB05,0.002558112673625261,MTF,Ireland
IE00B14X4Q57,0.001836475543677844,MTF,Germany
IE00B19Z9Z06,0.01598477187550446,MTF,Ireland
IE00B1FZS681,0.002254890051187701,MTF,Netherlands
IE00B1XNHC34,0.022666102940603023,MTF,United Kingdom
IE00B3F81R35,0.00348192455322956,MTF,United Kingdom
IE00B3ZW0K18,0.012515093207218466,MTF,United Kingdom
IE00B4K48X80,0.012517198009327754,MTF,United Kingdom
IE00B4L5Y983,0.011715513016999296,MTF,United Kingdom
IE00B4L5YX21,0.012932106018556568,MTF,Germany
IE00B4L60045,0.002292177056356891,MTF,Germany
IE00B4S3JD47,0.0011449411947253426,Bond,United Kingdom
IE00B4WXJJ64,0.0028800505043063912,MTF,Germany
IE00B52VJ196,0.010882581354518198,MTF,Germany
IE00B53SZB19,0.015167524109544415,MTF,United Kingdom
IE00B5BMR087,0.012937998723779248,MTF,United Kingdom
IE00B66F4759,0.00443619479558381,Stock,United Kingdom
IE00B6YX5K17,0.005751475951832987,MTF,Germany
IE00B7LW6Y90,0.004117806619271089,MTF,United Kingdom
IE00B7N3YW49,0.006807498560823331,MTF,United Kingdom
IE00B8FHGS14,0.007240885427756438,MTF,Germany
IE00BCRY6003,0.00387498701209974,Stock,United Kingdom
IE00BF11F565,0.003823484436931699,MTF,United Kingdom
IE00BF3N7094,0.006436724498033965,MTF,United Kingdom
IE00BF3N7102,0.005493754152571039,MTF,Germany
IE00BFNM3J75,0.011814373577197666,MTF,United Kingdom
IE00BFZRPZ02,0.005397818382476966,Bond,Ireland
IE00BGDQ0L74,0.02084079271143603,MTF,Germany
IE00BJ5JPH63,0.0038816798603612396,MTF,Germany
IE00BKPSFD61,0.0050326842701756925,MTF,Netherlands
IE00BKWD3966,0.004683628059968071,MTF,Italy
IE00BKWQ0C77,0.010549417211757237,MTF,United Kingdom
IE00BM67HL84,0.010263413052216841,MTF,Germany
IE00BM67HM91,0.011124572902078014,MTF,Germany
IE00BM67HP23,0.010538957909998712,MTF,Germany
IE00BM67HQ30,0.010256147931041326,MTF,Germany
IE00BM67HT60,0.018068807292250518,MTF,Germany
IE00BP3QZ601,0.011983809883553687,MTF,United Kingdom
IE00BP3QZB59,0.011902140705029568,MTF,United Kingdom
IE00BP46NG52,0.005861383515545552,MTF,United Kingdom
IE00BQQPSF11,0.004969843913329925,MTF,Ireland
IE00BYM11K57,0.01132025226362905,MTF,Italy
IE00BYPC1H27,0.005472260225436102,MTF,Netherlands
IE00BYX2JD69,0.010081678545627219,MTF,United Kingdom
IE00BZ036J45,0.004270630128435742,MTF,Germany
IE00BZ0PKV06,0.008341339974627016,MTF,United Kingdom
IT0000366655,0.0011010976682808537,Bond,Italy
IT0005030504,0.0013630794849072544,Bond,Italy
IT0005239360,0.026087423959570068,Stock,Italy
IT0005252520,0.004027997781848987,Bond,Italy
IT0005277444,0.002830688116291267,Bond,Italy
IT0005344335,0.002035837639181612,Bond,Italy
IT0005402117,0.009001555307210375,Bond,Italy
IT0005482309,0.00118905324372756,Bond,Italy
JE00B3T3K772,,MTF,United Kingdom
LU0006061385,0.005482685592474043,MTF,Luxembourg
LU0006061419,0.004538837322228966,MTF,Luxembourg
LU0006277684,0.0045326705852708265,MTF,Luxembourg
LU0006344922,3.636815714179969e-05,MTF,Luxembourg
LU0006391097,0.008919166043176656,MTF,Luxembourg
LU0011850392,0.022941182628728487,MTF,Luxembourg
LU0012182399,0.005388595650210948,MTF,Luxembourg
LU0012186622,0.004540243464452956,MTF,Luxembourg
LU0033040600,0.004892600643932586,MTF,Luxembourg
LU0033040782,0.004846335678642125,MTF,Luxembourg
LU0033041590,0.007193722058952582,MTF,Luxembourg
LU0033043885,0.007092883103531896,MTF,Luxembourg
LU0033050237,0.004059657050500822,MTF,Luxembourg
LU0039703375,0.005577583622955576,MTF,Luxembourg
LU0047713382,0.013363972468032455,MTF,Luxembourg
LU0049785362,0.0042453352500511025,MTF,Luxembourg
LU0049785446,0.006314908652670547,MTF,Luxembourg
LU0049785792,0.007862426042083032,MTF,Luxembourg
LU0050372472,0.0029682808339892607,MTF,Luxembourg
LU0053903380,0.005381148826114331,MTF,Luxembourg
LU0053903893,0.0035715124200589162,MTF,Luxembourg
LU0055631609,0.015136606547324715,Stock,Luxembourg
LU0072462186,0.007945506283683916,MTF,Luxembourg
LU0072462426,0.00850064158076262,MTF,Luxembourg
LU0075938133,0.0034409538345653544,MTF,Luxembourg
LU0083138064,2.4808105004052803e-05,MTF,Luxembourg
LU0083284397,0.005434418723511004,MTF,Luxembourg
LU0085995990,0.005008918883289873,MTF,Luxembourg
LU0086177085,0.004568649040728157,MTF,Luxembourg
LU0089290844,0.006135426696029591,MTF,Luxembourg
LU0089291651,0.003979338488112414,MTF,Luxembourg
LU0091115906,0.01337617077890601,MTF,Luxembourg
LU0093503497,0.005581076419386223,MTF,Luxembourg
LU0093503810,0.001160555076196542,MTF,Luxembourg
LU0094557526,0.011970529824913565,MTF,Luxembourg
LU0101692753,0.015445526984440265,MTF,Luxembourg
LU0106234643,0.0010916529137711137,MTF,Luxembourg
LU0106235293,0.013246655219064969,MTF,Luxembourg
LU0106244287,0.007097872661124993,MTF,Luxembourg
LU0106258311,0.005370595270307773,MTF,Luxembourg
LU0113257694,0.0027789846072112925,MTF,Luxembourg
LU0115143082,0.013118564050367884,MTF,Luxembourg
LU0118259661,0.0021658318467571718,MTF,Luxembourg
LU0127230596,0.0005280475608172966,MTF,Luxembourg
LU0128497889,0.004535561538289321,MTF,Luxembourg
LU0130799603,0.010717014222634729,MTF,Luxembourg
LU0131126574,0.0017369924582720546,MTF,Luxembourg
LU0147414022,0.010207637429570208,MTF,Luxembourg
LU0152980495,0.005581351570845919,MTF,Luxembourg
LU0154234636,0.013097151933396953,MTF,Luxembourg
LU0161942635,0.012250004586584927,MTF,Luxembourg
LU0162302276,0.004294942744952321,MTF,Luxembourg
LU0162658883,0.002954357080644031,MTF,Luxembourg
LU0164852419,0.01685486366768307,MTF,Luxembourg
LU0164858028,0.011840237895050837,MTF,Luxembourg
LU0165081950,0.005741534817673652,MTF,Luxembourg
LU0165091165,0.001140450954732594,MTF,Luxembourg
LU0165130674,3.7231864390944885e-05,MTF,Luxembourg
LU0165281881,0.011768505358661443,MTF,Luxembourg
LU0165915058,0.0018893785338019642,MTF,Luxembourg
LU0167160653,0.0008902645448792084,MTF,Luxembourg
LU0167236651,0.004845547320874942,MTF,Luxembourg
LU0167237543,2.433024925993072e-05,MTF,Luxembourg
LU0167238863,0.004541504332879921,MTF,Luxembourg
LU0170473374,0.0020978141731096004,MTF,Luxembourg
LU0171275786,0.012324831441891544,MTF,Luxembourg
LU0171283459,0.0068946323065405485,MTF,Luxembourg
LU0171298648,0.011171095775949012,MTF,Luxembourg
LU0171304719,0.017019468453154267,MTF,Luxembourg
LU0171305526,0.019950437579994165,MTF,Luxembourg
LU0171307068,0.010547285864081307,MTF,Luxembourg
LU0171310443,0.016901971851219732,MTF,Luxembourg
LU0172069584,0.006722015710491482,MTF,Luxembourg
LU0172394222,0.0032281068569438623,MTF,Luxembourg
LU0172396516,0.002969584216436844,MTF,Luxembourg
LU0172412149,0.004676960695033805,MTF,Luxembourg
LU0172417379,0.0055990188782145,MTF,Luxembourg
LU0175074516,0.005364580539552317,MTF,Luxembourg
LU0184696937,0.00496377937332683,MTF,Luxembourg
LU0201322137,0.004663949693764542,MTF,Luxembourg
LU0204480833,0.010993527422593293,MTF,Luxembourg
LU0205194797,0.006517427365776365,MTF,Luxembourg
LU0208853274,0.016863383305778145,MTF,Luxembourg
LU0212175227,0.0008347721278013444,MTF,Luxembourg
LU0212178916,0.01229935026226199,MTF,Luxembourg
LU0212925753,0.0076663512022554555,MTF,Luxembourg
LU0214787094,0.004416295303484508,MTF,Luxembourg
LU0243957825,0.001964223047409156,MTF,Luxembourg
LU0243958047,0.0034398672298038154,MTF,Luxembourg
LU0248271941,0.0155131741665916,MTF,Luxembourg
LU0252499412,4.55403131564882e-05,MTF,Luxembourg
LU0265268689,0.014397262601606935,MTF,Luxembourg
LU0274221281,0.01036875120680664,MTF,Germany
LU0274704161,0.0052856065415918,MTF,Luxembourg
LU0278453476,0.0028842353749510092,MTF,Luxembourg
LU0280673723,0.0068525056369751845,MTF,Luxembourg
LU0281576909,0.0028781510154002833,MTF,Luxembourg
LU0282880003,0.01847477210176118,MTF,Luxembourg
LU0290356954,0.00335301288849694,MTF,Germany
LU0290358224,0.0062359384207507414,MTF,Germany
LU0290358497,0.0022236431356791883,MTF,Germany
LU0290359032,0.011216655706547103,MTF,Germany
LU0292108619,0.01603200213733383,MTF,Germany
LU0297943168,0.002507131993543605,MTF,Luxembourg
LU0308882355,0.013165925742479037,MTF,Luxembourg
LU0309035870,0.007279166415741129,MTF,Luxembourg
LU0316493583,0.014570508566522122,MTF,Luxembourg
LU0325598166,0.0008047484840690331,MTF,Luxembourg
LU0329630130,0.012705705105058935,MTF,Luxembourg
LU0330917880,0.002867477430856925,MTF,Luxembourg
LU0363630707,0.0015290994028708284,MTF,Luxembourg
LU0378967565,0.005130111814600377,MTF,Luxembourg
LU0391944815,0.01310592604240733,MTF,Luxembourg
LU0417441200,0.004658719092343144,MTF,Luxembourg
LU0425487740,0.0030290429419225482,MTF,Luxembourg
LU0430493212,0.0020158472727791715,MTF,Luxembourg
LU0432365988,3.726106086713228e-05,MTF,Luxembourg
LU0432616737,0.005493248763089644,MTF,Luxembourg
LU0447610683,0.006425486115730518,MTF,Luxembourg
LU0447610766,0.005631686006636352,MTF,Luxembourg
LU0447611061,0.0053741086023152826,MTF,Luxembourg
LU0454936104,2.519283163655284e-05,MTF,Luxembourg
LU0456865749,0.004589993257237608,MTF,Luxembourg
LU0474967485,0.015110505545761339,MTF,Luxembourg
LU0476459721,0.004368024935659205,MTF,Luxembourg
LU0482498762,0.006606666828982094,MTF,Luxembourg
LU0494093205,0.007248415764973708,MTF,Luxembourg
LU0502418741,0.0027950499307067807,MTF,Luxembourg
LU0503635038,0.011663777237050543,MTF,Luxembourg
LU0503635624,0.008541735854141298,MTF,Luxembourg
LU0524480265,0.00506749645621097,MTF,Germany
LU0545039389,0.011135224851495054,MTF,Luxembourg
LU0546265769,0.009883837430404396,MTF,Luxembourg
LU0551246555,0.005068884669614415,MTF,Luxembourg
LU0561744862,0.01121648432867149,MTF,Luxembourg
LU0562822386,0.01102682928384405,MTF,Luxembourg
LU0625451512,0.010690332130495589,MTF,Luxembourg
LU0670223279,7.104066196413311e-06,MTF,Luxembourg
LU0671501392,0.013004499008785881,MTF,Luxembourg
LU0671501806,0.005671557740270964,MTF,Luxembourg
LU0671502010,0.0026638337854962718,MTF,Luxembourg
LU0694810861,0.0015346407700993826,MTF,Luxembourg
LU0736302315,0.005303317379640168,MTF,Luxembourg
LU0738912566,0.006844700002019485,MTF,Luxembourg
LU0757360960,0.00546201882921411,MTF,Luxembourg
LU0775052292,0.009451408469036854,MTF,Luxembourg
LU0776413196,0.0017234212781510666,MTF,Luxembourg
