date,assetCategory,roll30_cs_vol
2018-02-08,Bond,0.0026485612290674657
2018-02-08,MTF,0.007510594447734014
2018-02-08,Stock,0.0350540569569297
2018-02-09,Bond,0.002799473964659402
2018-02-09,MTF,0.00781950566190874
2018-02-09,Stock,0.03487365919228948
2018-02-12,Bond,0.0026485612290674657
2018-02-12,MTF,0.007510594447734014
2018-02-12,Stock,0.03486809100261659
2018-02-13,Bond,0.0028367392726058142
2018-02-13,MTF,0.007510594447734014
2018-02-13,Stock,0.03486809100261659
2018-02-14,Bond,0.002885974384232259
2018-02-14,MTF,0.007530406720225383
2018-02-14,Stock,0.03484995891206115
2018-02-15,Bond,0.002885974384232259
2018-02-15,MTF,0.007530406720225383
2018-02-15,Stock,0.03484995891206115
2018-02-16,Bond,0.0029489524171128984
2018-02-16,MTF,0.007530406720225383
2018-02-16,Stock,0.03484995891206115
2018-02-19,Bond,0.0029489524171128984
2018-02-19,MTF,0.007937379959298961
2018-02-19,Stock,0.03484995891206115
2018-02-20,Bond,0.0029489524171128984
2018-02-20,MTF,0.007937379959298961
2018-02-20,Stock,0.035048488767256816
2018-02-21,Bond,0.0030530618274185097
2018-02-21,MTF,0.007937379959298961
2018-02-21,Stock,0.035048488767256816
2018-02-22,Bond,0.0030530618274185097
2018-02-22,MTF,0.007530406720225383
2018-02-22,Stock,0.03484995891206115
2018-02-23,Bond,0.0029589400728625335
2018-02-23,MTF,0.007530406720225383
2018-02-23,Stock,0.035048488767256816
2018-02-26,Bond,0.0029079318436619275
2018-02-26,MTF,0.007221495506050656
2018-02-26,Stock,0.03484995891206115
2018-02-27,Bond,0.002885974384232259
2018-02-27,MTF,0.007111232659670452
2018-02-27,Stock,0.035048488767256816
2018-02-28,Bond,0.0029079318436619275
2018-02-28,MTF,0.007111232659670452
2018-02-28,Stock,0.035468893587197944
2018-03-01,Bond,0.002885974384232259
2018-03-01,MTF,0.007221495506050656
2018-03-01,Stock,0.035048488767256816
2018-03-02,Bond,0.0028959620399818943
2018-03-02,MTF,0.007528132741843271
2018-03-02,Stock,0.03484995891206115
2018-03-05,Bond,0.0028959620399818943
2018-03-05,MTF,0.007615489205736018
2018-03-05,Stock,0.035048488767256816
2018-03-06,Bond,0.0028959620399818943
2018-03-06,MTF,0.007328664242434771
2018-03-06,Stock,0.035048488767256816
2018-03-07,Bond,0.0029589400728625335
2018-03-07,MTF,0.007328664242434771
2018-03-07,Stock,0.035048488767256816
2018-03-08,Bond,0.0029589400728625335
2018-03-08,MTF,0.007328664242434771
2018-03-08,Stock,0.035248913560470024
2018-03-09,Bond,0.003005467519552737
2018-03-09,MTF,0.007615489205736018
2018-03-09,Stock,0.035048488767256816
2018-03-12,Bond,0.0029644469461017654
2018-03-12,MTF,0.007643694575324763
2018-03-12,Stock,0.035248913560470024
2018-03-13,Bond,0.0029644469461017654
2018-03-13,MTF,0.007643694575324763
2018-03-13,Stock,0.035248913560470024
2018-03-14,Bond,0.00307170890585738
2018-03-14,MTF,0.007444226075916264
2018-03-14,Stock,0.03548335242609804
2018-03-15,Bond,0.00308489130998318
2018-03-15,MTF,0.007328664242434771
2018-03-15,Stock,0.035724750725368154
2018-03-16,Bond,0.0030241567969177693
2018-03-16,MTF,0.00713104493216182
2018-03-16,Stock,0.03548335242609804
2018-03-19,Bond,0.0029644469461017654
2018-03-19,MTF,0.006959607885435471
2018-03-19,Stock,0.03548335242609804
2018-03-20,Bond,0.0029644469461017654
2018-03-20,MTF,0.006784295381338275
2018-03-20,Stock,0.03548335242609804
2018-03-21,Bond,0.0030241567969177693
2018-03-21,MTF,0.006784295381338275
2018-03-21,Stock,0.035724750725368154
2018-03-22,Bond,0.0030241567969177693
2018-03-22,MTF,0.006784295381338275
2018-03-22,Stock,0.035724750725368154
2018-03-23,Bond,0.00297257627540644
2018-03-23,MTF,0.006784295381338275
2018-03-23,Stock,0.035724750725368154
2018-03-26,Bond,0.00297257627540644
2018-03-26,MTF,0.006784295381338275
2018-03-26,Stock,0.036093780468562334
2018-03-27,Bond,0.00297257627540644
2018-03-27,MTF,0.006909731396968868
2018-03-27,Stock,0.036634688684261854
2018-03-28,Bond,0.002926048828716237
2018-03-28,MTF,0.006909731396968868
2018-03-28,Stock,0.0368343506299362
2018-03-29,Bond,0.002926048828716237
2018-03-29,MTF,0.006909731396968868
2018-03-29,Stock,0.03714945805889533
2018-03-30,Bond,0.002878869327972592
2018-03-30,MTF,0.006909731396968868
2018-03-30,Stock,0.03714945805889533
2018-04-02,Bond,0.0028224709024055722
2018-04-02,MTF,0.006784295381338275
2018-04-02,Stock,0.0368343506299362
2018-04-03,Bond,0.0028224709024055722
2018-04-03,MTF,0.006784295381338275
2018-04-03,Stock,0.0368343506299362
2018-04-04,Bond,0.002799235996298754
2018-04-04,MTF,0.006784295381338275
2018-04-04,Stock,0.03714945805889533
2018-04-05,Bond,0.0027849065176951977
2018-04-05,MTF,0.006784295381338275
2018-04-05,Stock,0.03752027033784569
2018-04-06,Bond,0.002799235996298754
2018-04-06,MTF,0.006909731396968868
2018-04-06,Stock,0.03752027033784569
2018-04-09,Bond,0.002799235996298754
2018-04-09,MTF,0.007014333142364395
2018-04-09,Stock,0.03752027033784569
2018-04-10,Bond,0.0028224709024055722
2018-04-10,MTF,0.007132688457160646
2018-04-10,Stock,0.03752027033784569
2018-04-11,Bond,0.002799235996298754
2018-04-11,MTF,0.007132688457160646
2018-04-11,Stock,0.037864291659923124
2018-04-12,Bond,0.0027907931696739665
2018-04-12,MTF,0.007014333142364395
2018-04-12,Stock,0.03851213897380053
2018-04-13,Bond,0.0027907931696739665
2018-04-13,MTF,0.006909731396968868
2018-04-13,Stock,0.038907490286258437
2018-04-16,Bond,0.0028224709024055722
2018-04-16,MTF,0.006784295381338275
2018-04-16,Stock,0.03854159424384041
2018-04-17,Bond,0.0028869986572772665
2018-04-17,MTF,0.006784295381338275
2018-04-17,Stock,0.03896428316365846
2018-04-18,Bond,0.0028224709024055722
2018-04-18,MTF,0.006795593093217819
2018-04-18,Stock,0.03950558991558236
2018-04-19,Bond,0.0028869573923622025
2018-04-19,MTF,0.006834106015267075
2018-04-19,Stock,0.03950558991558236
2018-04-20,Bond,0.0028869573923622025
2018-04-20,MTF,0.006708669999636482
2018-04-20,Stock,0.0401023206608201
2018-04-23,Bond,0.002934136893105847
2018-04-23,MTF,0.0066025762894124825
2018-04-23,Stock,0.039972388045441926
2018-04-24,Bond,0.002934136893105847
2018-04-24,MTF,0.0066025762894124825
2018-04-24,Stock,0.039972388045441926
2018-04-25,Bond,0.0028869573923622025
2018-04-25,MTF,0.0066025762894124825
2018-04-25,Stock,0.039972388045441926
2018-04-26,Bond,0.0028869573923622025
2018-04-26,MTF,0.0066025762894124825
2018-04-26,Stock,0.039972388045441926
2018-04-27,Bond,0.002934136893105847
2018-04-27,MTF,0.0066025762894124825
2018-04-27,Stock,0.040148369079907834
2018-04-30,Bond,0.002934136893105847
2018-04-30,MTF,0.006486144589813567
2018-04-30,Stock,0.04061846723453252
2018-05-01,Bond,0.0027922346064595312
2018-05-01,MTF,0.006486144589813567
2018-05-01,Stock,0.04061846723453252
2018-05-02,Bond,0.0027922346064595312
2018-05-02,MTF,0.006394659586207614
2018-05-02,Stock,0.04109341816411004
2018-05-03,Bond,0.0027922346064595312
2018-05-03,MTF,0.006394659586207614
2018-05-03,Stock,0.04109341816411004
2018-05-04,Bond,0.0027922346064595312
2018-05-04,MTF,0.006290400961685472
2018-05-04,Stock,0.041268606764089485
2018-05-07,Bond,0.003058459531782953
2018-05-07,MTF,0.006277880330588572
2018-05-07,Stock,0.041268606764089485
2018-05-08,Bond,0.003058459531782953
2018-05-08,MTF,0.006277880330588572
2018-05-08,Stock,0.04109341816411004
2018-05-09,Bond,0.003293337754413105
2018-05-09,MTF,0.006201113938182769
2018-05-09,Stock,0.04099375087998338
2018-05-10,Bond,0.003293337754413105
2018-05-10,MTF,0.006141916710872303
2018-05-10,Stock,0.04084090928912376
2018-05-11,Bond,0.0035024010883367117
2018-05-11,MTF,0.006141916710872303
2018-05-11,Stock,0.0404656256436729
2018-05-14,Bond,0.0035024010883367117
2018-05-14,MTF,0.006141916710872303
2018-05-14,Stock,0.0404656256436729
2018-05-15,Bond,0.0035024010883367117
2018-05-15,MTF,0.006100509985213271
2018-05-15,Stock,0.040148369079907834
2018-05-16,Bond,0.003640830958769695
2018-05-16,MTF,0.006100509985213271
2018-05-16,Stock,0.040148369079907834
2018-05-17,Bond,0.003640830958769695
2018-05-17,MTF,0.0060331493532369915
2018-05-17,Stock,0.040148369079907834
2018-05-18,Bond,0.0035422819438840703
2018-05-18,MTF,0.005965931031651512
2018-05-18,Stock,0.040148369079907834
2018-05-21,Bond,0.0035422819438840703
2018-05-21,MTF,0.0059466895176795535
2018-05-21,Stock,0.040148369079907834
2018-05-22,Bond,0.003699572478381698
2018-05-22,MTF,0.0059466895176795535
2018-05-22,Stock,0.0399356748638557
2018-05-23,Bond,0.0037288557405423814
2018-05-23,MTF,0.0059466895176795535
2018-05-23,Stock,0.03953109105110349
2018-05-24,Bond,0.003764708911423124
2018-05-24,MTF,0.0059466895176795535
2018-05-24,Stock,0.03953109105110349
2018-05-25,Bond,0.003764708911423124
2018-05-25,MTF,0.005965931031651512
2018-05-25,Stock,0.03953109105110349
2018-05-28,Bond,0.003764708911423124
2018-05-28,MTF,0.0060331493532369915
2018-05-28,Stock,0.0399356748638557
2018-05-29,Bond,0.003764708911423124
2018-05-29,MTF,0.0060331493532369915
2018-05-29,Stock,0.0399356748638557
2018-05-30,Bond,0.0038334621683202555
2018-05-30,MTF,0.0060331493532369915
2018-05-30,Stock,0.03953109105110349
2018-05-31,Bond,0.004193702472943501
2018-05-31,MTF,0.0060331493532369915
2018-05-31,Stock,0.03953109105110349
2018-06-01,Bond,0.004083581566694693
2018-06-01,MTF,0.006076325937741425
2018-06-01,Stock,0.03953109105110349
2018-06-04,Bond,0.0038334621683202555
2018-06-04,MTF,0.006099286413854866
2018-06-04,Stock,0.03864307056261062
2018-06-05,Bond,0.0038334621683202555
2018-06-05,MTF,0.006109158403365775
2018-06-05,Stock,0.03864307056261062
2018-06-06,Bond,0.004083581566694693
2018-06-06,MTF,0.006109158403365775
2018-06-06,Stock,0.03864307056261062
2018-06-07,Bond,0.004083581566694693
2018-06-07,MTF,0.006109158403365775
2018-06-07,Stock,0.03864307056261062
2018-06-08,Bond,0.004083581566694693
2018-06-08,MTF,0.006099286413854866
2018-06-08,Stock,0.037810000532654944
2018-06-11,Bond,0.004083581566694693
2018-06-11,MTF,0.006099286413854866
2018-06-11,Stock,0.03753365023677935
2018-06-12,Bond,0.004083581566694693
2018-06-12,MTF,0.006099286413854866
2018-06-12,Stock,0.03753365023677935
2018-06-13,Bond,0.004083581566694693
2018-06-13,MTF,0.006084974355893929
2018-06-13,Stock,0.03711549442953957
2018-06-14,Bond,0.0038080315955355518
2018-06-14,MTF,0.006084974355893929
2018-06-14,Stock,0.03753365023677935
2018-06-15,Bond,0.004083581566694693
2018-06-15,MTF,0.006109158403365775
2018-06-15,Stock,0.03711549442953957
2018-06-18,Bond,0.0040148283097975615
2018-06-18,MTF,0.006109158403365775
2018-06-18,Stock,0.03711549442953957
2018-06-19,Bond,0.003725919800965469
2018-06-19,MTF,0.006109158403365775
2018-06-19,Stock,0.0367818225230537
2018-06-20,Bond,0.0040014697721246105
2018-06-20,MTF,0.006084974355893929
2018-06-20,Stock,0.036042809702569845
2018-06-21,Bond,0.0040014697721246105
2018-06-21,MTF,0.006084974355893929
2018-06-21,Stock,0.0367818225230537
2018-06-22,Bond,0.0040014697721246105
2018-06-22,MTF,0.006034110371905681
2018-06-22,Stock,0.03675857123337651
2018-06-25,Bond,0.004309788999616232
2018-06-25,MTF,0.006084974355893929
2018-06-25,Stock,0.03675857123337651
2018-06-26,Bond,0.004309788999616232
2018-06-26,MTF,0.006084974355893929
2018-06-26,Stock,0.03675857123337651
2018-06-27,Bond,0.004309788999616232
2018-06-27,MTF,0.006084974355893929
2018-06-27,Stock,0.03603777248826524
2018-06-28,Bond,0.004346431326904217
2018-06-28,MTF,0.006137367848955471
2018-06-28,Stock,0.03603777248826524
2018-06-29,Bond,0.004346431326904217
2018-06-29,MTF,0.006137367848955471
2018-06-29,Stock,0.03603777248826524
2018-07-02,Bond,0.004396260602286508
2018-07-02,MTF,0.006285948407785513
2018-07-02,Stock,0.03675857123337651
2018-07-03,Bond,0.004396260602286508
2018-07-03,MTF,0.006137367848955471
2018-07-03,Stock,0.03678086558091979
2018-07-04,Bond,0.004346431326904217
2018-07-04,MTF,0.006137367848955471
2018-07-04,Stock,0.03678086558091979
2018-07-05,Bond,0.004309788999616232
2018-07-05,MTF,0.006137367848955471
2018-07-05,Stock,0.03675857123337651
2018-07-06,Bond,0.004309788999616232
2018-07-06,MTF,0.006084974355893929
2018-07-06,Stock,0.03557442345779989
2018-07-09,Bond,0.004240550800621867
2018-07-09,MTF,0.006034110371905681
2018-07-09,Stock,0.03557442345779989
2018-07-10,Bond,0.004083049355856065
2018-07-10,MTF,0.005980220310881056
2018-07-10,Stock,0.03432667979740614
2018-07-11,Bond,0.003880955640952295
2018-07-11,MTF,0.005980220310881056
2018-07-11,Stock,0.03390801585723864
2018-07-12,Bond,0.003749548576886004
2018-07-12,MTF,0.005960638135694817
2018-07-12,Stock,0.03390801585723864
2018-07-13,Bond,0.0036900629007311355
2018-07-13,MTF,0.005917592181664428
2018-07-13,Stock,0.03328209791306927
2018-07-16,Bond,0.0036900629007311355
2018-07-16,MTF,0.005917592181664428
2018-07-16,Stock,0.03328209791306927
2018-07-17,Bond,0.0036900629007311355
2018-07-17,MTF,0.005848498245583115
2018-07-17,Stock,0.03328209791306927
2018-07-18,Bond,0.0035692568434000614
2018-07-18,MTF,0.005848498245583115
2018-07-18,Stock,0.03328209791306927
2018-07-19,Bond,0.0035692568434000614
2018-07-19,MTF,0.005809944964507289
2018-07-19,Stock,0.03328209791306927
2018-07-20,Bond,0.0035692568434000614
2018-07-20,MTF,0.005809944964507289
2018-07-20,Stock,0.03310217225827309
2018-07-23,Bond,0.0035917552059614444
2018-07-23,MTF,0.005848498245583115
2018-07-23,Stock,0.03310217225827309
2018-07-24,Bond,0.0035917552059614444
2018-07-24,MTF,0.005848498245583115
2018-07-24,Stock,0.03310217225827309
2018-07-25,Bond,0.003749548576886004
2018-07-25,MTF,0.005848498245583115
2018-07-25,Stock,0.03310217225827309
2018-07-26,Bond,0.003749548576886004
2018-07-26,MTF,0.005848498245583115
2018-07-26,Stock,0.032546364770091235
2018-07-27,Bond,0.003749548576886004
2018-07-27,MTF,0.005809944964507289
2018-07-27,Stock,0.03310217225827309
2018-07-30,Bond,0.0036287425195549302
2018-07-30,MTF,0.005775507410717732
2018-07-30,Stock,0.03310217225827309
2018-07-31,Bond,0.0036287425195549302
2018-07-31,MTF,0.005711338555666887
2018-07-31,Stock,0.03310217225827309
2018-08-01,Bond,0.0033952224124064304
2018-08-01,MTF,0.0056510728573307715
2018-08-01,Stock,0.03310217225827309
2018-08-02,Bond,0.003292164797172827
2018-08-02,MTF,0.0056510728573307715
2018-08-02,Stock,0.03310217225827309
2018-08-03,Bond,0.003292164797172827
2018-08-03,MTF,0.0056510728573307715
2018-08-03,Stock,0.032955001398672516
2018-08-06,Bond,0.0031693569459969747
2018-08-06,MTF,0.005591968454948637
2018-08-06,Stock,0.0324404986604067
2018-08-07,Bond,0.0031341630939327133
2018-08-07,MTF,0.005591968454948637
2018-08-07,Stock,0.03173958025437382
2018-08-08,Bond,0.003079703238340296
2018-08-08,MTF,0.005591968454948637
2018-08-08,Stock,0.031151252192991516
2018-08-09,Bond,0.002977220408631279
2018-08-09,MTF,0.005436164110485941
2018-08-09,Stock,0.03056328259905204
2018-08-10,Bond,0.002977220408631279
2018-08-10,MTF,0.005436164110485941
2018-08-10,Stock,0.03056328259905204
2018-08-13,Bond,0.002977220408631279
2018-08-13,MTF,0.005436164110485941
2018-08-13,Stock,0.02999870526808631
2018-08-14,Bond,0.002977220408631279
2018-08-14,MTF,0.005391784386794935
2018-08-14,Stock,0.02953760049949132
2018-08-15,Bond,0.002977220408631279
2018-08-15,MTF,0.005591968454948637
2018-08-15,Stock,0.02953760049949132
2018-08-16,Bond,0.002977220408631279
2018-08-16,MTF,0.005591968454948637
2018-08-16,Stock,0.02953760049949132
2018-08-17,Bond,0.0029040582513719902
2018-08-17,MTF,0.005591968454948637
2018-08-17,Stock,0.02999870526808631
2018-08-20,Bond,0.002850118377357857
2018-08-20,MTF,0.005391784386794935
2018-08-20,Stock,0.02953760049949132
2018-08-21,Bond,0.0029040582513719902
2018-08-21,MTF,0.00543841492339747
2018-08-21,Stock,0.02953760049949132
2018-08-22,Bond,0.002977220408631279
2018-08-22,MTF,0.00543841492339747
2018-08-22,Stock,0.02999870526808631
2018-08-23,Bond,0.0029040582513719902
2018-08-23,MTF,0.005345478117703846
2018-08-23,Stock,0.030290628578095093
2018-08-24,Bond,0.0029507478796051757
2018-08-24,MTF,0.005345478117703846
2018-08-24,Stock,0.031151252192991516
2018-08-27,Bond,0.0030417165860179758
2018-08-27,MTF,0.005345478117703846
2018-08-27,Stock,0.03082179841467653
2018-08-28,Bond,0.003135216651719542
2018-08-28,MTF,0.0054990316492550114
2018-08-28,Stock,0.029961174799780103
2018-08-29,Bond,0.003135216651719542
2018-08-29,MTF,0.0054990316492550114
2018-08-29,Stock,0.03082179841467653
2018-08-30,Bond,0.003146931442970878
2018-08-30,MTF,0.0054990316492550114
2018-08-30,Stock,0.032148216882955105
2018-08-31,Bond,0.003146931442970878
2018-08-31,MTF,0.005554448556748529
2018-08-31,Stock,0.0332681303518802
2018-09-03,Bond,0.003146931442970878
2018-09-03,MTF,0.005426840824686275
2018-09-03,Stock,0.03373238227274176
2018-09-04,Bond,0.003146931442970878
2018-09-04,MTF,0.005426840824686275
2018-09-04,Stock,0.03414392553954963
2018-09-05,Bond,0.003135216651719542
2018-09-05,MTF,0.005614714255084646
2018-09-05,Stock,0.03414392553954963
2018-09-06,Bond,0.003135216651719542
2018-09-06,MTF,0.005614714255084646
2018-09-06,Stock,0.03414392553954963
2018-09-07,Bond,0.0030743600991804745
2018-09-07,MTF,0.005426840824686275
2018-09-07,Stock,0.03414392553954963
2018-09-10,Bond,0.003135216651719542
2018-09-10,MTF,0.005634707492649089
2018-09-10,Stock,0.03415643096838626
2018-09-11,Bond,0.003135216651719542
2018-09-11,MTF,0.005658827764218786
2018-09-11,Stock,0.034795893013547734
2018-09-12,Bond,0.0030743600991804745
2018-09-12,MTF,0.005658827764218786
2018-09-12,Stock,0.03523425062251958
2018-09-13,Bond,0.0030743600991804745
2018-09-13,MTF,0.005658827764218786
2018-09-13,Stock,0.034795893013547734
2018-09-14,Bond,0.0030743600991804745
2018-09-14,MTF,0.005658827764218786
2018-09-14,Stock,0.034795893013547734
2018-09-17,Bond,0.0030743600991804745
2018-09-17,MTF,0.005789461267597048
2018-09-17,Stock,0.034795893013547734
2018-09-18,Bond,0.0030743600991804745
2018-09-18,MTF,0.005799875038045747
2018-09-18,Stock,0.034795893013547734
2018-09-19,Bond,0.0030743600991804745
2018-09-19,MTF,0.005810471247918794
2018-09-19,Stock,0.034795893013547734
2018-09-20,Bond,0.0030743600991804745
2018-09-20,MTF,0.0058301533954967675
2018-09-20,Stock,0.035458700842971785
2018-09-21,Bond,0.0030743600991804745
2018-09-21,MTF,0.0058301533954967675
2018-09-21,Stock,0.034795893013547734
2018-09-24,Bond,0.0030743600991804745
2018-09-24,MTF,0.0058301533954967675
2018-09-24,Stock,0.034795893013547734
2018-09-25,Bond,0.0029833913927676745
2018-09-25,MTF,0.0058301533954967675
2018-09-25,Stock,0.034795893013547734
2018-09-26,Bond,0.002915707963473118
2018-09-26,MTF,0.0058301533954967675
2018-09-26,Stock,0.034505677393257765
2018-09-27,Bond,0.002915707963473118
2018-09-27,MTF,0.0058301533954967675
2018-09-27,Stock,0.0341822273572315
2018-09-28,Bond,0.0029833913927676745
2018-09-28,MTF,0.005860286964655771
2018-09-28,Stock,0.03383298093235999
2018-10-01,Bond,0.0030743600991804745
2018-10-01,MTF,0.005894086599318655
2018-10-01,Stock,0.03383298093235999
2018-10-02,Bond,0.0030743600991804745
2018-10-02,MTF,0.0059007560997385786
2018-10-02,Stock,0.03383298093235999
2018-10-03,Bond,0.0030109417748374425
2018-10-03,MTF,0.005984680529450001
2018-10-03,Stock,0.03383298093235999
2018-10-04,Bond,0.0032352761242139703
2018-10-04,MTF,0.006082517987023141
2018-10-04,Stock,0.03383298093235999
2018-10-05,Bond,0.0034585859965769387
2018-10-05,MTF,0.00620676660976407
2018-10-05,Stock,0.03266397680829884
2018-10-08,Bond,0.0034585859965769387
2018-10-08,MTF,0.00620676660976407
2018-10-08,Stock,0.03266397680829884
2018-10-09,Bond,0.0034585859965769387
2018-10-09,MTF,0.006464190992664248
2018-10-09,Stock,0.03292881591517288
2018-10-10,Bond,0.0034832845029465053
2018-10-10,MTF,0.006647311933242611
2018-10-10,Stock,0.031905667308699315
2018-10-11,Bond,0.0034585859965769387
2018-10-11,MTF,0.00670792923587793
2018-10-11,Stock,0.031905667308699315
2018-10-12,Bond,0.0034585859965769387
2018-10-12,MTF,0.0068286907572698815
2018-10-12,Stock,0.03142329802785252
2018-10-15,Bond,0.003273335530819643
2018-10-15,MTF,0.0068286907572698815
2018-10-15,Stock,0.031167654580880222
2018-10-16,Bond,0.003273335530819643
2018-10-16,MTF,0.0068286907572698815
2018-10-16,Stock,0.03084680675719459
2018-10-17,Bond,0.003273335530819643
2018-10-17,MTF,0.006962984901945673
2018-10-17,Stock,0.029672680860825744
2018-10-18,Bond,0.0034585859965769387
2018-10-18,MTF,0.007305659353409006
2018-10-18,Stock,0.029660695352894496
2018-10-19,Bond,0.0034585859965769387
2018-10-19,MTF,0.007305659353409006
2018-10-19,Stock,0.02846421337408544
2018-10-22,Bond,0.0034212660546978574
2018-10-22,MTF,0.007643424188787655
2018-10-22,Stock,0.028119834489374974
2018-10-23,Bond,0.0034832845029465053
2018-10-23,MTF,0.00776084767524692
2018-10-23,Stock,0.02794526181528361
2018-10-24,Bond,0.0034832845029465053
2018-10-24,MTF,0.008045869258863081
2018-10-24,Stock,0.02794526181528361
2018-10-25,Bond,0.003579587361749269
2018-10-25,MTF,0.00825104136488776
2018-10-25,Stock,0.02794526181528361
2018-10-26,Bond,0.0034832845029465053
2018-10-26,MTF,0.00825104136488776
2018-10-26,Stock,0.02794526181528361
2018-10-29,Bond,0.0034832845029465053
2018-10-29,MTF,0.008290455701971011
2018-10-29,Stock,0.028119834489374974
2018-10-30,Bond,0.0034832845029465053
2018-10-30,MTF,0.008290455701971011
2018-10-30,Stock,0.028119834489374974
2018-10-31,Bond,0.003435045444316988
2018-10-31,MTF,0.008336547601317482
2018-10-31,Stock,0.02846421337408544
2018-11-01,Bond,0.0034832845029465053
2018-11-01,MTF,0.00841055768593353
2018-11-01,Stock,0.02846421337408544
2018-11-02,Bond,0.0034832845029465053
2018-11-02,MTF,0.00841055768593353
2018-11-02,Stock,0.028576605170540045
2018-11-05,Bond,0.003435045444316988
2018-11-05,MTF,0.00841055768593353
2018-11-05,Stock,0.028283500045344988
2018-11-06,Bond,0.003435045444316988
2018-11-06,MTF,0.00841055768593353
2018-11-06,Stock,0.028576605170540045
2018-11-07,Bond,0.003435045444316988
2018-11-07,MTF,0.00841055768593353
2018-11-07,Stock,0.028576605170540045
2018-11-08,Bond,0.0033934561804036165
2018-11-08,MTF,0.00841055768593353
2018-11-08,Stock,0.02876689193544795
2018-11-09,Bond,0.0033934561804036165
2018-11-09,MTF,0.00841055768593353
2018-11-09,Stock,0.02876689193544795
2018-11-12,Bond,0.0033286116663367887
2018-11-12,MTF,0.00853685084813714
2018-11-12,Stock,0.02876689193544795
2018-11-13,Bond,0.0033286116663367887
2018-11-13,MTF,0.009079742803401885
2018-11-13,Stock,0.028576605170540045
2018-11-14,Bond,0.0033286116663367887
2018-11-14,MTF,0.009640571906735689
2018-11-14,Stock,0.028288631512332997
2018-11-15,Bond,0.0033286116663367887
2018-11-15,MTF,0.010036375461443571
2018-11-15,Stock,0.028124965956362984
2018-11-16,Bond,0.003255253768620777
2018-11-16,MTF,0.010381128920166887
2018-11-16,Stock,0.028124965956362984
2018-11-19,Bond,0.003255253768620777
2018-11-19,MTF,0.010381128920166887
2018-11-19,Stock,0.028124965956362984
2018-11-20,Bond,0.003255253768620777
2018-11-20,MTF,0.010546982725137242
2018-11-20,Stock,0.028124965956362984
2018-11-21,Bond,0.003255253768620777
2018-11-21,MTF,0.010381128920166887
2018-11-21,Stock,0.028288631512332997
2018-11-22,Bond,0.003255253768620777
2018-11-22,MTF,0.010036375461443571
2018-11-22,Stock,0.028124965956362984
